Date,Day,Month Name,Quarter,Year,series,OPEN,HIGH,LOW,PREV. CLOSE,ltp,close,vwap,52W H,52W L,VOLUME,VALUE,No of trades,Month No,Stock Name
22-11-2024,Friday,November,Q4,2024,EQ,1229.4,1268.85,1222.45,1223,1264,1265.4,1247.09,3217.6,1217.25,20471957,25530460769,323219,11,Reliance
21-11-2024,Thursday,November,Q4,2024,EQ,1241.65,1243.95,1217.25,1241.65,1220.45,1223,1224.92,3217.6,1217.25,19433843,23804902095,553410,11,Reliance
19-11-2024,Tuesday,November,Q4,2024,EQ,1260.75,1281.5,1235.15,1260.75,1237.4,1241.65,1265.5,3217.6,1235.15,14183746,17949463404,355649,11,Reliance
18-11-2024,Monday,November,Q4,2024,EQ,1267.6,1272.9,1243.9,1267.6,1259.15,1260.75,1258.64,3217.6,1243.9,13620611,17143501436,301906,11,Reliance
14-11-2024,Thursday,November,Q4,2024,EQ,1253.6,1272.6,1251.1,1252.05,1266.9,1267.6,1263.73,3217.6,1249.5,12612633,15938929093,301253,11,Reliance
13-11-2024,Wednesday,November,Q4,2024,EQ,1270.25,1275.45,1249.5,1274.25,1252.7,1252.05,1258.62,3217.6,1249.5,14633633,18418208536,469215,11,Reliance
12-11-2024,Tuesday,November,Q4,2024,EQ,1275.55,1289.3,1267.5,1272.7,1269.5,1274.25,1277.82,3217.6,1267,10671091,13635694812,299780,11,Reliance
11-11-2024,Monday,November,Q4,2024,EQ,1278.95,1286,1267,1283.75,1273.4,1272.7,1275.44,3217.6,1267,9056552,11551068873,286019,11,Reliance
08-11-2024,Friday,November,Q4,2024,EQ,1297.65,1301.65,1275,1305.65,1280.2,1283.75,1284.01,3217.6,1275,19814406,25441900936,477001,11,Reliance
07-11-2024,Thursday,November,Q4,2024,EQ,1324,1324,1302.6,1325.35,1305,1305.65,1308.97,3217.6,1285.1,9611974,12581800339,261277,11,Reliance
06-11-2024,Wednesday,November,Q4,2024,EQ,1310,1328.3,1300.2,1305.3,1326,1325.35,1315.57,3217.6,1285.1,21625209,28449504045,349627,11,Reliance
05-11-2024,Tuesday,November,Q4,2024,EQ,1293,1309.55,1286.15,1302.15,1307.5,1305.3,1297.87,3217.6,1285.1,16267479,21113119456,371758,11,Reliance
04-11-2024,Monday,November,Q4,2024,EQ,1337.85,1340,1285.1,1338.65,1298.5,1302.15,1301.44,3217.6,1285.1,19796890,25764450097,554958,11,Reliance
01-11-2024,Friday,November,Q4,2024,EQ,1333.05,1341.95,1333,1332.05,1338.4,1338.65,1338.89,3217.6,1320.3,2127335,2848264120,127374,11,Reliance
31-10-2024,Thursday,October,Q4,2024,EQ,1340,1343,1326.15,1343.9,1332,1332.05,1334.14,3217.6,1320.3,9331650,12449744607,414741,10,Reliance
30-10-2024,Wednesday,October,Q4,2024,EQ,1335,1350,1325.35,1340,1344.85,1343.9,1341.16,3217.6,1320.3,11984423,16073073274,295954,10,Reliance
29-10-2024,Tuesday,October,Q4,2024,EQ,1328.1,1343.2,1320.3,1334.35,1340,1340,1331.46,3217.6,1320.3,12008361,15988683034,436915,10,Reliance
28-10-2024,Monday,October,Q4,2024,EQ,1337,1353,1322.1,2655.7,1335,1334.35,1337.7,3217.6,1322.1,10824350,14479733719,368817,10,Reliance
25-10-2024,Friday,October,Q4,2024,EQ,2687,2688.7,2644,2679.6,2656.3,2655.7,2659.8,3217.6,2220.3,9298748,24732826126,388238,10,Reliance
24-10-2024,Thursday,October,Q4,2024,EQ,2670.55,2687.4,2646.25,2677.05,2678.9,2679.6,2668.53,3217.6,2220.3,11077967,29561935443,345601,10,Reliance
23-10-2024,Wednesday,October,Q4,2024,EQ,2675,2714.95,2670,2686.7,2682.35,2677.05,2688.32,3217.6,2220.3,8607371,23139346660,337356,10,Reliance
22-10-2024,Tuesday,October,Q4,2024,EQ,2738.4,2752,2680.45,2738.4,2684.15,2686.7,2707.8,3217.6,2220.3,7915980,21434871570,363161,10,Reliance
21-10-2024,Monday,October,Q4,2024,EQ,2734.25,2748,2715.45,2718.6,2736,2738.4,2734.41,3217.6,2220.3,7033704,19233063988,228845,10,Reliance
18-10-2024,Friday,October,Q4,2024,EQ,2704.35,2736.85,2682.65,2712.85,2717,2718.6,2713.87,3217.6,2220.3,6041226,16395116699,295032,10,Reliance
17-10-2024,Thursday,October,Q4,2024,EQ,2731.4,2736.9,2704.1,2708.15,2713.3,2712.85,2718.84,3217.6,2220.3,7771830,21130392927,383984,10,Reliance
16-10-2024,Wednesday,October,Q4,2024,EQ,2680,2728,2675.25,2688.05,2709.4,2708.15,2696.84,3217.6,2220.3,10017219,27014852678,356705,10,Reliance
15-10-2024,Tuesday,October,Q4,2024,EQ,2717.05,2743.4,2681.4,2745.05,2688.6,2688.05,2708.71,3217.6,2220.3,16881397,45726823453,602869,10,Reliance
14-10-2024,Monday,October,Q4,2024,EQ,2758.9,2760.15,2736.5,2744.2,2745.5,2745.05,2746.12,3217.6,2220.3,6110716,16780732590,233903,10,Reliance
11-10-2024,Friday,October,Q4,2024,EQ,2740,2766.55,2737.65,2742.1,2749,2744.2,2751.19,3217.6,2220.3,3990061,10977431924,197702,10,Reliance
10-10-2024,Thursday,October,Q4,2024,EQ,2760.05,2772,2738.85,2749.2,2742.5,2742.1,2749.69,3217.6,2220.3,11179323,30739675825,364305,10,Reliance
09-10-2024,Wednesday,October,Q4,2024,EQ,2795.05,2801.95,2745,2794.7,2748,2749.2,2773.49,3217.6,2220.3,7155305,19845168138,358324,10,Reliance
08-10-2024,Tuesday,October,Q4,2024,EQ,2745.95,2802,2730.2,2741.45,2798.95,2794.7,2768.6,3217.6,2220.3,8510404,23561905588,358981,10,Reliance
07-10-2024,Monday,October,Q4,2024,EQ,2787,2793,2722.75,2773.05,2740.7,2741.45,2750.92,3217.6,2220.3,11090670,30509518408,423167,10,Reliance
04-10-2024,Friday,October,Q4,2024,EQ,2807.85,2834.7,2763.55,2813.95,2771.5,2773.05,2796.15,3217.6,2220.3,18536438,51830708671,534690,10,Reliance
03-10-2024,Thursday,October,Q4,2024,EQ,2873.15,2898.8,2804.15,2929.65,2813.95,2813.95,2846.93,3217.6,2220.3,18878647,53746234226,689559,10,Reliance
01-10-2024,Tuesday,October,Q4,2024,EQ,2961.3,2975.9,2925.65,2953.15,2927,2929.65,2938.6,3217.6,2220.3,8215821,24142992537,330546,10,Reliance
30-09-2024,Monday,September,Q3,2024,EQ,3038.8,3049.95,2948.8,3052.35,2958,2953.15,2977.44,3217.6,2220.3,13504407,40208625079,431656,9,Reliance
27-09-2024,Friday,September,Q3,2024,EQ,2998,3066.95,2984,2995.9,3047.05,3052.35,3024.87,3217.6,2220.3,10298739,31152328126,328612,9,Reliance
26-09-2024,Thursday,September,Q3,2024,EQ,2981.3,3008,2976.1,2987.9,3008,2995.9,2994.82,3217.6,2220.3,9409499,28179760605,259792,9,Reliance
25-09-2024,Wednesday,September,Q3,2024,EQ,2967.8,2993,2960.4,2978.75,2988.05,2987.9,2976.46,3217.6,2220.3,3534501,10520289097,154120,9,Reliance
24-09-2024,Tuesday,September,Q3,2024,EQ,2977,3001,2975.75,2986.75,2980.5,2978.75,2986.14,3217.6,2220.3,8568722,25587444695,201586,9,Reliance
23-09-2024,Monday,September,Q3,2024,EQ,2982,3003,2977.9,2971.85,2985,2986.75,2990.93,3217.6,2220.3,4416157,13208420985,146805,9,Reliance
20-09-2024,Friday,September,Q3,2024,EQ,2948,2990,2942.75,2939.35,2972.1,2971.85,2970.54,3217.6,2220.3,15448660,45890894256,379677,9,Reliance
19-09-2024,Thursday,September,Q3,2024,EQ,2932.5,2953,2911.1,2926.9,2940,2939.35,2934.14,3217.6,2220.3,8477951,24875502062,259931,9,Reliance
18-09-2024,Wednesday,September,Q3,2024,EQ,2940,2964,2921.1,2944.6,2923,2926.9,2939.96,3217.6,2220.3,4287357,12604650689,179852,9,Reliance
17-09-2024,Tuesday,September,Q3,2024,EQ,2948,2954.95,2933.25,2942.7,2945,2944.6,2943.09,3217.6,2220.3,2967664,8734102750,148458,9,Reliance
16-09-2024,Monday,September,Q3,2024,EQ,2955.1,2961.8,2929.5,2945.25,2944.35,2942.7,2944.45,3217.6,2220.3,2740887,8070408900,127429,9,Reliance
13-09-2024,Friday,September,Q3,2024,EQ,2952.8,2966.3,2939,2959.6,2946.5,2945.25,2951.65,3217.6,2220.3,4355664,12856398758,133244,9,Reliance
12-09-2024,Thursday,September,Q3,2024,EQ,2914,2972,2891.75,2903,2953,2959.6,2930.24,3217.6,2220.3,11174688,32744474467,365694,9,Reliance
11-09-2024,Wednesday,September,Q3,2024,EQ,2926.1,2937.5,2895.1,2923.05,2904.45,2903,2917.1,3217.6,2220.3,4880101,14235732813,254431,9,Reliance
10-09-2024,Tuesday,September,Q3,2024,EQ,2921,2944.1,2915.15,2924.9,2924,2923.05,2928.75,3217.6,2220.3,5384130,15768777163,186858,9,Reliance
09-09-2024,Monday,September,Q3,2024,EQ,2933,2939.85,2911.2,2929.65,2927,2924.9,2923.84,3217.6,2220.3,4505149,13172342173,179506,9,Reliance
06-09-2024,Friday,September,Q3,2024,EQ,2985,2994,2923.25,2985.95,2930.95,2929.65,2938.97,3217.6,2220.3,9697114,28499495837,447718,9,Reliance
05-09-2024,Thursday,September,Q3,2024,EQ,3038.1,3051.55,2974.1,3029.1,2991,2985.95,3007.1,3217.6,2220.3,8132084,24453950050,343225,9,Reliance
04-09-2024,Wednesday,September,Q3,2024,EQ,3001.4,3035,2999,3018.25,3031.95,3029.1,3023.3,3217.6,2220.3,5991652,18114582556,252191,9,Reliance
03-09-2024,Tuesday,September,Q3,2024,EQ,3042.5,3046,3015,3032.5,3018.9,3018.25,3026.09,3217.6,2220.3,5461900,16528193207,226578,9,Reliance
02-09-2024,Monday,September,Q3,2024,EQ,3021.75,3053.6,3013.25,3019.25,3034.4,3032.5,3034.1,3217.6,2220.3,5620426,17052933371,280541,9,Reliance
30-08-2024,Friday,August,Q3,2024,EQ,3068,3079.45,3006.65,3041.85,3024.95,3019.25,3026.71,3217.6,2220.3,20810365,62987009676,599570,8,Reliance
29-08-2024,Thursday,August,Q3,2024,EQ,3006.2,3074,2988,2996.6,3042.9,3041.85,3038.57,3217.6,2220.3,19167679,58242337591,570843,8,Reliance
28-08-2024,Wednesday,August,Q3,2024,EQ,3010,3014.95,2986,3000.9,2999,2996.6,2999.57,3217.6,2220.3,4805143,14413356126,200883,8,Reliance
27-08-2024,Tuesday,August,Q3,2024,EQ,3021,3026.95,2998.9,3025.2,3001,3000.9,3008.12,3217.6,2220.3,3125578,9402108149,101024,8,Reliance
26-08-2024,Monday,August,Q3,2024,EQ,3013.95,3046,3006,2999.95,3021.2,3025.2,3028.8,3217.6,2220.3,4408057,13351114538,237540,8,Reliance
23-08-2024,Friday,August,Q3,2024,EQ,3007.5,3022.65,2996.85,2996.25,2996.85,2999.95,3007.21,3217.6,2220.3,4624827,13907842193,168002,8,Reliance
22-08-2024,Thursday,August,Q3,2024,EQ,3006,3013,2981.3,2997.35,2996.5,2996.25,2994.88,3217.6,2220.3,5222891,15641935953,233216,8,Reliance
21-08-2024,Wednesday,August,Q3,2024,EQ,2986.5,3015.75,2980,2991.9,2999,2997.35,3001.42,3217.6,2220.3,3884998,11660526039,141353,8,Reliance
20-08-2024,Tuesday,August,Q3,2024,EQ,2994.45,3007.85,2980.05,2976.8,2986.5,2991.9,2996.98,3217.6,2220.3,4205904,12605024714,175516,8,Reliance
19-08-2024,Monday,August,Q3,2024,EQ,2965,2996.6,2961,2956.4,2979,2976.8,2980.25,3217.6,2220.3,6898871,20560327725,200328,8,Reliance
16-08-2024,Friday,August,Q3,2024,EQ,2937.3,2960.8,2916.1,2923.7,2957.75,2956.4,2944.77,3217.6,2220.3,4708451,13865325210,187365,8,Reliance
14-08-2024,Wednesday,August,Q3,2024,EQ,2927.1,2944,2907.4,2927.25,2920.1,2923.7,2925.78,3217.6,2220.3,3133733,9168616381,185733,8,Reliance
13-08-2024,Tuesday,August,Q3,2024,EQ,2921.5,2940.15,2916,2921.25,2925,2927.25,2928.29,3217.6,2220.3,3132532,9172971803,134517,8,Reliance
12-08-2024,Monday,August,Q3,2024,EQ,2940,2946,2915.5,2948.6,2923,2921.25,2929.82,3217.6,2220.3,4092292,11989680026,188301,8,Reliance
09-08-2024,Friday,August,Q3,2024,EQ,2920,2953,2912,2898.25,2946.1,2948.6,2939.2,3217.6,2220.3,3124888,9184680574,150169,8,Reliance
08-08-2024,Thursday,August,Q3,2024,EQ,2915.05,2930,2891.85,2929.65,2896.45,2898.25,2905.69,3217.6,2220.3,6193596,17996662106,255138,8,Reliance
07-08-2024,Wednesday,August,Q3,2024,EQ,2938,2945,2923,2912.1,2930,2929.65,2930.89,3217.6,2220.3,4087284,11979363871,276362,8,Reliance
06-08-2024,Tuesday,August,Q3,2024,EQ,2910.3,2955,2902.65,2894.65,2915.55,2912.1,2929.53,3217.6,2220.3,5118093,14993589440,197549,8,Reliance
05-08-2024,Monday,August,Q3,2024,EQ,2960,2967.8,2866.5,2998.65,2896,2894.65,2901.81,3217.6,2220.3,8523352,24733128212,448630,8,Reliance
02-08-2024,Friday,August,Q3,2024,EQ,3010,3018.65,2986.55,3030.6,2992,2998.65,3001.82,3217.6,2220.3,5134124,15411692078,176635,8,Reliance
01-08-2024,Thursday,August,Q3,2024,EQ,3024,3036,3008.6,3010.85,3035.9,3030.6,3025.5,3217.6,2220.3,5382111,16283566572,219081,8,Reliance
31-07-2024,Wednesday,July,Q3,2024,EQ,3008,3020.9,3002.3,3026.3,3009,3010.85,3010.83,3217.6,2220.3,5028673,15140471170,201961,7,Reliance
30-07-2024,Tuesday,July,Q3,2024,EQ,3034.05,3050,3020,3040.2,3023,3026.3,3033.38,3217.6,2220.3,4114104,12479637390,184296,7,Reliance
29-07-2024,Monday,July,Q3,2024,EQ,3023.9,3055,3023.55,3018.05,3038.25,3040.2,3038.43,3217.6,2220.3,3769275,11452661155,170155,7,Reliance
26-07-2024,Friday,July,Q3,2024,EQ,2984.8,3024.85,2980.7,2984.8,3018.6,3018.05,3012.08,3217.6,2220.3,4929970,14849480971,180757,7,Reliance
25-07-2024,Thursday,July,Q3,2024,EQ,2962,3000.95,2954.15,2991.4,2988.35,2984.8,2980.72,3217.6,2220.3,6259938,18659122151,221753,7,Reliance
24-07-2024,Wednesday,July,Q3,2024,EQ,2970,3019,2952.8,2975.8,2988,2991.4,2987.68,3217.6,2220.3,5956681,17796651408,232120,7,Reliance
23-07-2024,Tuesday,July,Q3,2024,EQ,3002,3011.5,2926,3001.35,2970.05,2975.8,2969.6,3217.6,2220.3,9026022,26803649946,384359,7,Reliance
22-07-2024,Monday,July,Q3,2024,EQ,3074.5,3075,2998.55,3110.3,3004,3001.35,3016.24,3217.6,2220.3,9837188,29671339998,465224,7,Reliance
19-07-2024,Friday,July,Q3,2024,EQ,3172,3179.95,3105.6,3173.35,3116.95,3110.3,3128.4,3217.6,2220.3,6570195,20554178349,213186,7,Reliance
18-07-2024,Thursday,July,Q3,2024,EQ,3152,3187.8,3115.65,3152.5,3170.6,3173.35,3155.52,3217.6,2220.3,6149187,19403909511,212178,7,Reliance
16-07-2024,Tuesday,July,Q3,2024,EQ,3187,3200,3138.25,3194.45,3148.3,3152.5,3166.04,3217.6,2220.3,4693419,14859548266,230262,7,Reliance
15-07-2024,Monday,July,Q3,2024,EQ,3208.9,3211.7,3171,3193.45,3193.6,3194.45,3191.4,3217.6,2220.3,2664844,8504591755,187867,7,Reliance
14-07-2024,Sunday,July,Q3,2024,EQ,2332,2341,2321.75,2323.8,2333.75,2335.9,2335.8,2630.95,2220.3,3942247,9208287625,150160,7,Reliance
13-07-2024,Saturday,July,Q3,2024,EQ,2334.05,2339.1,2319.55,2339,2323.1,2323.8,2328.29,2630.95,2220.3,3480102,8102678736,164587,7,Reliance
12-07-2024,Friday,July,Q3,2024,EQ,3169,3210.3,3149,3161.3,3195,3193.45,3186.07,3217.6,2220.3,6462392,20589634191,246838,7,Reliance
11-07-2024,Thursday,July,Q3,2024,EQ,3175,3208.5,3141,3168.45,3170,3161.3,3169.61,3217.6,2220.3,5970473,18924071475,246252,7,Reliance
10-07-2024,Wednesday,July,Q3,2024,EQ,3190,3195,3126.3,3180.55,3164,3168.45,3154.77,3217.6,2220.3,3567289,11253968347,182113,7,Reliance
09-07-2024,Tuesday,July,Q3,2024,EQ,3195.2,3201,3161,3201.8,3176.3,3180.55,3178.56,3217.6,2220.3,3480001,11061403125,159638,7,Reliance
08-07-2024,Monday,July,Q3,2024,EQ,3178,3217.6,3165.05,3177.25,3201.5,3201.8,3195.83,3217.6,2220.3,4750403,15181479273,240527,7,Reliance
05-07-2024,Friday,July,Q3,2024,EQ,3107.65,3197,3096,3108.05,3189.9,3177.25,3149.82,3197,2220.3,6134855,19323716028,261494,7,Reliance
04-07-2024,Thursday,July,Q3,2024,EQ,3114,3135,3101.6,3104.85,3106,3108.05,3116.99,3162,2220.3,3418588,10655715706,173336,7,Reliance
03-07-2024,Wednesday,July,Q3,2024,EQ,3132.65,3150,3085.55,3130.35,3109,3104.85,3104.97,3162,2220.3,4524810,14049406823,185754,7,Reliance
02-07-2024,Tuesday,July,Q3,2024,EQ,3139,3147,3114,3120.3,3126.2,3130.35,3129.71,3162,2220.3,3874623,12126429929,179115,7,Reliance
01-07-2024,Monday,July,Q3,2024,EQ,3125.05,3158.8,3111.35,3130.8,3123,3120.3,3126.53,3162,2220.3,3862153,12075137299,186641,7,Reliance
28-06-2024,Friday,June,Q2,2024,EQ,3062.05,3162,3062.05,3061.1,3128.25,3130.8,3120.51,3162,2220.3,14478668,45180850345,484009,6,Reliance
27-06-2024,Thursday,June,Q2,2024,EQ,3027.5,3075,3012,3028.05,3057.1,3061.1,3056.99,3075,2220.3,14191515,43383260604,437882,6,Reliance
26-06-2024,Wednesday,June,Q2,2024,EQ,2892.1,3037.95,2890.25,2908.3,3021.1,3028.05,2984.44,3037.95,2220.3,11007441,32850999299,355204,6,Reliance
25-06-2024,Tuesday,June,Q2,2024,EQ,2886,2911.85,2882,2882.95,2905.05,2908.3,2897.19,3029,2220.3,3522693,10205907632,143772,6,Reliance
24-06-2024,Monday,June,Q2,2024,EQ,2891.05,2899,2875,2908.4,2885,2882.95,2885.46,3029,2220.3,4439193,12809105424,204050,6,Reliance
21-06-2024,Friday,June,Q2,2024,EQ,2947.25,2949.4,2881.15,2947.4,2912,2908.4,2909.13,3029,2220.3,15585180,45339357875,338377,6,Reliance
20-06-2024,Thursday,June,Q2,2024,EQ,2918,2965.7,2900.2,2917.3,2949,2947.4,2945.61,3029,2220.3,8056888,23732484115,219372,6,Reliance
19-06-2024,Wednesday,June,Q2,2024,EQ,2975,2975,2912,2962.05,2917,2917.3,2935.27,3029,2220.3,4362937,12806397074,181800,6,Reliance
18-06-2024,Tuesday,June,Q2,2024,EQ,2974.7,2974.8,2942.7,2955.1,2959.9,2962.05,2956.95,3029,2220.3,3598383,10640238520,228749,6,Reliance
14-06-2024,Friday,June,Q2,2024,EQ,2940,2959.35,2914.45,2930.5,2951.45,2955.1,2944.28,3029,2220.3,4078999,12009735004,150934,6,Reliance
13-06-2024,Thursday,June,Q2,2024,EQ,2944,2944.5,2920.2,2926.65,2927.6,2930.5,2932.52,3029,2220.3,4590580,13461977300,150823,6,Reliance
12-06-2024,Wednesday,June,Q2,2024,EQ,2915,2952,2910.35,2913.35,2924.5,2926.65,2933.93,3029,2220.3,5040871,14789562953,194907,6,Reliance
11-06-2024,Tuesday,June,Q2,2024,EQ,2938,2947.35,2909.35,2942.8,2915.05,2913.35,2927.47,3029,2220.3,5887451,17235309310,210257,6,Reliance
10-06-2024,Monday,June,Q2,2024,EQ,2939.9,2986.7,2936.15,2939.9,2944.05,2942.8,2961.63,3029,2220.3,4625880,13700144471,213285,6,Reliance
07-06-2024,Friday,June,Q2,2024,EQ,2857,2944,2853,2863.2,2931.1,2939.9,2917.34,3029,2220.3,9279348,27071000142,344744,6,Reliance
06-06-2024,Thursday,June,Q2,2024,EQ,2870,2887.4,2842.7,2841.5,2872,2863.2,2860.47,3029,2220.3,8927861,25537885916,361277,6,Reliance
05-06-2024,Wednesday,June,Q2,2024,EQ,2844,2862.3,2768.2,2794.55,2838.85,2841.5,2821.32,3029,2220.3,8732445,24637003698,474290,6,Reliance
04-06-2024,Tuesday,June,Q2,2024,EQ,2996.1,2996.1,2718.6,3020.65,2816.45,2794.55,2840.81,3029,2220.3,18354549,52141856367,687198,6,Reliance
03-06-2024,Monday,June,Q2,2024,EQ,2966,3029,2918,2860.8,3027.75,3020.65,2978.07,3029,2220.3,10763971,32055904968,527552,6,Reliance
31-05-2024,Friday,May,Q2,2024,EQ,2862.6,2884.5,2844.5,2849.7,2859,2860.8,2859.97,3024.9,2220.3,15534916,44429352174,291018,5,Reliance
30-05-2024,Thursday,May,Q2,2024,EQ,2871,2880.8,2840.2,2881.55,2859.1,2849.7,2853.56,3024.9,2220.3,6603429,18843310310,248791,5,Reliance
29-05-2024,Wednesday,May,Q2,2024,EQ,2893,2916,2876.9,2912.4,2881.05,2881.55,2892.28,3024.9,2220.3,3691778,10677649559,166778,5,Reliance
28-05-2024,Tuesday,May,Q2,2024,EQ,2936,2957,2905.5,2932.5,2911,2912.4,2930.7,3024.9,2220.3,3910081,11459272720,177899,5,Reliance
27-05-2024,Monday,May,Q2,2024,EQ,2960.45,2969.8,2923.1,2960.5,2934.9,2932.5,2944.31,3024.9,2220.3,3314505,9758927331,142936,5,Reliance
24-05-2024,Friday,May,Q2,2024,EQ,2967.25,2977,2952.2,2972.1,2959,2960.5,2962.79,3024.9,2220.3,3547388,10510170789,142807,5,Reliance
23-05-2024,Thursday,May,Q2,2024,EQ,2917.1,2984.45,2910,2921.3,2969,2972.1,2956.98,3024.9,2220.3,7304130,21598131627,254418,5,Reliance
22-05-2024,Wednesday,May,Q2,2024,EQ,2872.55,2937.55,2872.55,2872.25,2921,2921.3,2918.56,3024.9,2220.3,5140802,15003755080,241909,5,Reliance
21-05-2024,Tuesday,May,Q2,2024,EQ,2851.2,2883.65,2851.2,2869.65,2867.95,2872.25,2867.19,3024.9,2220.3,5588064,16022037766,303596,5,Reliance
18-05-2024,Saturday,May,Q2,2024,EQ,2875,2879,2865.4,2871.4,2869.5,2869.65,2871.38,3024.9,2220.3,213020,611660842,9456,5,Reliance
17-05-2024,Friday,May,Q2,2024,EQ,2846.1,2874.4,2826.5,2850.7,2870.1,2871.4,2859.68,3024.9,2220.3,5458238,15608799278,200677,5,Reliance
16-05-2024,Thursday,May,Q2,2024,EQ,2837.1,2855,2796.05,2832.55,2851,2850.7,2830.3,3024.9,2220.3,7355887,20819370914,359411,5,Reliance
15-05-2024,Wednesday,May,Q2,2024,EQ,2841,2859.95,2826.05,2840.15,2831.7,2832.55,2841.94,3024.9,2220.3,2523267,7170975946,147326,5,Reliance
14-05-2024,Tuesday,May,Q2,2024,EQ,2801.95,2854.15,2800.05,2805.4,2839,2840.15,2834.55,3024.9,2220.3,3594150,10187793904,248782,5,Reliance
13-05-2024,Monday,May,Q2,2024,EQ,2799.8,2813.95,2768,2814.85,2805,2805.4,2795.26,3024.9,2220.3,4228310,11819208708,200542,5,Reliance
10-05-2024,Friday,May,Q2,2024,EQ,2793.5,2820,2776.15,2788.25,2808,2814.85,2800.8,3024.9,2220.3,5252548,14711341391,238752,5,Reliance
09-05-2024,Thursday,May,Q2,2024,EQ,2826,2847.5,2780,2837.1,2785,2788.25,2800.69,3024.9,2220.3,5504806,15417256017,280459,5,Reliance
08-05-2024,Wednesday,May,Q2,2024,EQ,2795,2865.9,2795,2802.95,2834.25,2837.1,2834.7,3024.9,2220.3,4719501,13378380315,191054,5,Reliance
07-05-2024,Tuesday,May,Q2,2024,EQ,2831.95,2841.5,2784,2839.05,2808,2802.95,2804.43,3024.9,2220.3,7258736,20356596310,308242,5,Reliance
06-05-2024,Monday,May,Q2,2024,EQ,2871,2880,2836,2868,2843.4,2839.05,2851.8,3024.9,2220.3,3697104,10543411394,168077,5,Reliance
03-05-2024,Friday,May,Q2,2024,EQ,2942,2949.9,2832.3,2933.1,2871,2868,2876.27,3024.9,2220.3,8613479,24774710140,358280,5,Reliance
02-05-2024,Thursday,May,Q2,2024,EQ,2944,2954.65,2928.25,2934,2938.1,2933.1,2941.23,3024.9,2220.3,7256323,21342518419,306721,5,Reliance
30-04-2024,Tuesday,April,Q2,2024,EQ,2936,2966.15,2925.75,2930.05,2932,2934,2947.6,3024.9,2220.3,5737131,16910777825,210901,4,Reliance
29-04-2024,Monday,April,Q2,2024,EQ,2900,2935.8,2900,2905.1,2927.5,2930.05,2926.58,3024.9,2220.3,3623987,10605875231,158806,4,Reliance
26-04-2024,Friday,April,Q2,2024,EQ,2927.9,2930,2900,2919.95,2908.5,2905.1,2911.85,3024.9,2220.3,4706924,13705873643,208164,4,Reliance
25-04-2024,Thursday,April,Q2,2024,EQ,2885,2935.95,2883,2900.35,2917.7,2919.95,2914.62,3024.9,2220.3,7971963,23235272655,236911,4,Reliance
24-04-2024,Wednesday,April,Q2,2024,EQ,2927,2937.1,2899,2918.65,2901.45,2900.35,2917.88,3024.9,2220.3,5231388,15264581699,186848,4,Reliance
23-04-2024,Tuesday,April,Q2,2024,EQ,2958,2987,2911.1,2959.7,2919.5,2918.65,2944.51,3024.9,2220.3,7302777,21503128837,339439,4,Reliance
22-04-2024,Monday,April,Q2,2024,EQ,2944.9,2965.65,2935.6,2940.25,2962.9,2959.7,2950.88,3024.9,2220.3,5175181,15271348794,163758,4,Reliance
19-04-2024,Friday,April,Q2,2024,EQ,2913.55,2948,2886.05,2928.65,2943.05,2940.25,2922.72,3024.9,2220.3,7870889,23004385019,257506,4,Reliance
18-04-2024,Thursday,April,Q2,2024,EQ,2927,2972,2918.7,2931.5,2925,2928.65,2940.33,3024.9,2220.3,9502846,27941531144,292105,4,Reliance
16-04-2024,Tuesday,April,Q2,2024,EQ,2906.7,2942.35,2901.85,2929.65,2936.5,2931.5,2922.76,3024.9,2220.3,4683092,13687564159,202013,4,Reliance
15-04-2024,Monday,April,Q2,2024,EQ,2922,2964.25,2892.65,2934.3,2931,2929.65,2937.49,3024.9,2220.3,6451031,18949808687,278625,4,Reliance
12-04-2024,Friday,April,Q2,2024,EQ,2951.75,2972.95,2926.15,2959.15,2937.15,2934.3,2950.89,3024.9,2220.3,7775506,22944647361,318190,4,Reliance
10-04-2024,Wednesday,April,Q2,2024,EQ,2932.7,2974,2932.7,2927.3,2955,2959.15,2956.51,3024.9,2220.3,4569165,13508781489,247782,4,Reliance
09-04-2024,Tuesday,April,Q2,2024,EQ,2978,2979.6,2925,2971.95,2931.9,2927.3,2942.09,3024.9,2220.3,3535707,10402378582,166238,4,Reliance
08-04-2024,Monday,April,Q2,2024,EQ,2925.95,2981.95,2922,2920.2,2970,2971.95,2967.76,3024.9,2220.3,4178559,12400963622,144054,4,Reliance
05-04-2024,Friday,April,Q2,2024,EQ,2921.75,2941.6,2912,2925.85,2925.95,2920.2,2924.97,3024.9,2220.3,3721149,10884250028,138742,4,Reliance
04-04-2024,Thursday,April,Q2,2024,EQ,2959.5,2959.5,2900,2943.2,2931,2925.85,2924.41,3024.9,2220.3,7245136,21187769930,305593,4,Reliance
03-04-2024,Wednesday,April,Q2,2024,EQ,2964.15,2968.9,2937.8,2973.9,2944.95,2943.2,2950.91,3024.9,2220.3,3504146,10340431852,152022,4,Reliance
02-04-2024,Tuesday,April,Q2,2024,EQ,2968,2988,2950,2969.55,2977,2973.9,2964.64,3024.9,2220.3,4455083,13207726108,144866,4,Reliance
