Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Company
05-02-2024,EQ,1169.9,1177,1146.3,1162.75,1152.5,1150.75,1161.31,1190.95,686.6,1266268,1470526140,64374,TATA
02-02-2024,EQ,1132,1170.7,1132,1129.65,1162.85,1162.75,1147.4,1190.95,686.6,1741322,1998000795,60775,TATA
01-02-2024,EQ,1118,1134.9,1108,1118,1132,1129.65,1119.38,1190.95,686.6,4728358,5292835709,100332,TATA
31-01-2024,EQ,1125,1127.5,1112,1122.9,1119,1118,1117.89,1190.95,686.6,2428738,2715059742,91841,TATA
30-01-2024,EQ,1144.95,1147.2,1120.65,1141.05,1125.55,1122.9,1132.01,1190.95,686.6,798009,903351484.7,42356,TATA
29-01-2024,EQ,1136.75,1149.2,1135,1136.75,1142,1141.05,1141.98,1190.95,686.6,1588430,1813949162,63480,TATA
25-01-2024,EQ,1160,1163.65,1132.35,1159,1135,1136.75,1144.68,1190.95,686.6,1125321,1288127051,54429,TATA
24-01-2024,EQ,1145.6,1161,1134,1145.65,1160,1159,1150.26,1190.95,686.6,1040096,1196378877,41118,TATA
23-01-2024,EQ,1158.95,1166,1138.25,1150.1,1145.1,1145.65,1151.5,1190.95,686.6,933643,1075090625,57704,TATA
20-01-2024,EQ,1168,1169,1148.1,1161.7,1151,1150.1,1156.27,1190.95,686.6,332777,384781384.3,19120,TATA
19-01-2024,EQ,1156.75,1165.6,1146.7,1146.8,1159.55,1161.7,1157.28,1190.95,686.6,900162,1041742950,50021,TATA
18-01-2024,EQ,1134.95,1150,1122.5,1138.6,1143.85,1146.8,1138.7,1190.95,686.6,1218211,1387175843,86852,TATA
17-01-2024,EQ,1134,1152.95,1131.9,1143.7,1138,1138.6,1142.18,1190.95,686.6,1272932,1453920475,59792,TATA
16-01-2024,EQ,1152.55,1162.55,1142,1150.8,1146,1143.7,1152.47,1190.95,686.6,1449691,1670718326,70087,TATA
15-01-2024,EQ,1190,1190.95,1134.75,1159,1152.5,1150.8,1152.01,1190.95,686.6,4237485,4881610595,133829,TATA
12-01-2024,EQ,1125.45,1165.55,1123.85,1119.25,1154.1,1159,1153.09,1165.55,686.6,6018282,6939622816,139807,TATA
11-01-2024,EQ,1117,1124.95,1112.05,1113.95,1120,1119.25,1118.51,1131.15,686.6,1084035,1212503027,58045,TATA
10-01-2024,EQ,1112,1117.7,1101,1111.65,1114.9,1113.95,1109.59,1131.15,686.6,933127,1035386978,50039,TATA
09-01-2024,EQ,1106,1120.15,1106,1104.95,1108.7,1111.65,1114.28,1131.15,686.6,998355,1112446405,56020,TATA
08-01-2024,EQ,1125.05,1129,1094.65,1122.95,1102.1,1104.95,1105.43,1131.15,686.6,1722755,1904378531,100670,TATA
05-01-2024,EQ,1125,1131.15,1117.05,1125.55,1120.8,1122.95,1124.24,1131.15,686.6,1207155,1357133128,51090,TATA
04-01-2024,EQ,1088.1,1128.6,1086.15,1084.95,1123.65,1125.55,1117.08,1128.6,686.6,2777186,3102330438,125598,TATA
03-01-2024,EQ,1097.95,1099.1,1082.7,1097.75,1089.8,1084.95,1090.99,1103.05,686.6,1100701,1200848343,60395,TATA
02-01-2024,EQ,1086.35,1103.05,1079.5,1080.1,1097.5,1097.75,1093.86,1103.05,686.6,2635193,2882541418,111067,TATA
01-01-2024,EQ,1093.85,1093.85,1076,1086.8,1079.75,1080.1,1083.11,1094,686.6,936544,1014378482,53508,TATA
29-12-2023,EQ,1053.95,1094,1047.7,1041,1089,1086.8,1076.92,1094,686.6,5017576,5403539954,158474,TATA
28-12-2023,EQ,1030.75,1050,1025.3,1026.75,1048.55,1041,1034.62,1050,686.6,2052402,2123460751,105204,TATA
27-12-2023,EQ,1014.95,1029,1010.1,1007.35,1027,1026.75,1019.9,1029,686.6,1799498,1835303185,100036,TATA
26-12-2023,EQ,993,1017,992.8,992.8,1006.5,1007.35,1008.7,1017,686.6,1804990,1820687823,73087,TATA
22-12-2023,EQ,986,998.3,979.65,979.3,989.85,992.8,991.21,1010,686.6,1491449,1478340079,68028,TATA
21-12-2023,EQ,976,983.9,963.05,976.3,978.65,979.3,977.01,1010,686.6,1588905,1552383265,86494,TATA
20-12-2023,EQ,975,1010,966.15,966.15,976.05,976.3,989.81,1010,686.6,4465789,4420262190,149138,TATA
19-12-2023,EQ,953,978,949.15,949.7,967.85,966.15,969.38,978,686.6,3897491,3778165059,130767,TATA
18-12-2023,EQ,956,958.2,945.3,954.7,947,949.7,952.34,963,686.6,999922,952268930.2,42970,TATA
15-12-2023,EQ,959.95,959.95,948.9,950.45,952.3,954.7,954.2,963,686.6,1155502,1102581399,54170,TATA
14-12-2023,EQ,960.8,960.8,944.1,957.3,953.5,950.45,950.95,963,686.6,1980762,1883602151,79217,TATA
13-12-2023,EQ,948,959.7,946.5,948.75,956.15,957.3,954.12,963,686.6,899820,858539105,35589,TATA
12-12-2023,EQ,953.05,961.95,943.6,950.45,949.65,948.75,952.95,963,686.6,732063,697619681.3,41454,TATA
11-12-2023,EQ,949.9,953,944.05,946.6,951.25,950.45,949.2,963,686.6,476174,451982544.4,25288,TATA
08-12-2023,EQ,960,961.85,943.8,956.9,946.5,946.6,950.64,963,686.6,649090,617051675.7,47533,TATA
07-12-2023,EQ,952,959.55,950.05,951.7,957,956.9,955.83,963,686.6,933106,891890850.4,45557,TATA
06-12-2023,EQ,954,963,948.9,950.05,951.7,951.7,954.7,963,686.6,982484,937981330.6,40877,TATA
05-12-2023,EQ,946.7,954.15,944.15,946.65,949.6,950.05,949.96,956.5,686.6,792716,753050697.3,45596,TATA
04-12-2023,EQ,954,956.5,941.95,942.85,945.5,946.65,947.77,956.5,686.6,1112904,1054772322,66590,TATA
01-12-2023,EQ,945.9,952.9,939.75,940.75,943,942.85,945.03,952.9,686.6,1129388,1067310273,42963,TATA
30-11-2023,EQ,932,948.2,932,933.55,938.6,940.75,940.05,948.2,686.6,2982505,2803709451,85175,TATA
29-11-2023,EQ,934.95,937.9,930,931.85,933.8,933.55,934.26,940.85,686.6,1047897,979004008.7,56942,TATA
28-11-2023,EQ,925,934.95,924.75,926.9,932,931.85,930.4,940.85,686.6,904835,841857815.7,52755,TATA
24-11-2023,EQ,934.7,936.85,924,933,929,926.9,928.36,940.85,686.6,521207,483870062,31584,TATA
23-11-2023,EQ,929.15,937.7,927,928.25,934.7,933,931.59,940.85,686.6,907511,845430378.7,50572,TATA
22-11-2023,EQ,931.45,939.8,922.25,927.7,929.1,928.25,930.7,940.85,686.6,885449,824086971,35797,TATA
21-11-2023,EQ,906,931.5,906,930.85,928.3,927.7,927.11,940.85,686.6,804344,745718365.4,38984,TATA
20-11-2023,EQ,935.5,940.85,928.2,930.85,931,930.85,933.21,940.85,686.6,1169030,1090953315,57787,TATA
17-11-2023,EQ,922,934,921,920.05,934,930.85,929.17,934,686.6,961365,893273824.6,47244,TATA
16-11-2023,EQ,933,933,918,929.6,920.5,920.05,925.5,933,686.6,1315309,1217321183,61912,TATA
15-11-2023,EQ,921.4,932,916.35,916.55,929,929.6,924.9,932,686.6,1564164,1446698495,67693,TATA
13-11-2023,EQ,914,920.45,907.1,915.3,917,916.55,915.35,929.45,686.6,904887,828288496.8,42750,TATA
12-11-2023,EQ,922,922,914,912.7,914,915.3,917.51,929.45,686.6,157797,144779842.1,8162,TATA
10-11-2023,EQ,902.85,916.85,896.5,902.85,914.35,912.7,905.88,929.45,686.6,3846444,3484423739,53525,TATA
09-11-2023,EQ,916.3,918.95,898.35,916.3,902.95,902.85,903.18,929.45,686.6,3194352,2885069811,58849,TATA
08-11-2023,EQ,922.5,929.45,914.15,922.05,914.85,916.3,921.42,929.45,686.6,1090425,1004741714,39900,TATA
07-11-2023,EQ,920,923.7,913,918.65,923.5,922.05,919.58,928,686.6,819721,753799048.3,52127,TATA
06-11-2023,EQ,916.75,923.7,916,913.7,919.4,918.65,919.22,928,686.6,742374,682406580.5,34320,TATA
03-11-2023,EQ,912,919.3,911.25,911.25,913,913.7,915.48,928,686.6,901911,825683324.7,43360,TATA
02-11-2023,EQ,910.15,917.7,903.55,903.15,911,911.25,911.35,928,686.6,1082513,986549320.6,55170,TATA
01-11-2023,EQ,906,920,895.7,900.5,904.75,903.15,909.76,928,686.6,2678745,2437022939,82998,TATA
31-10-2023,EQ,899.5,903.4,892,893.55,900.05,900.5,898.64,928,686.6,1082510,972791612.7,42597,TATA
30-10-2023,EQ,886,896,880.2,891.1,892.85,893.55,890.14,928,686.6,1147541,1021473467,58630,TATA
27-10-2023,EQ,880,894.5,876,880.35,890,891.1,889.25,928,686.6,797507,709184024.5,42330,TATA
26-10-2023,EQ,883.25,886.95,872,890,878,880.35,880.14,928,686.6,1966650,1730928635,86324,TATA
25-10-2023,EQ,883.3,894.45,882.35,883.1,889.05,890,888.92,928,686.6,1531972,1361795533,61781,TATA
23-10-2023,EQ,898.75,906.05,880.25,898.95,881.8,883.1,892.78,928,686.6,973113,868776344.3,49066,TATA
20-10-2023,EQ,891.95,901.8,888.65,895.4,899.95,898.95,894.95,928,686.6,2295312,2054178357,69635,TATA
19-10-2023,EQ,896,900.4,879.05,895.7,895,895.4,890.24,928,686.6,1430475,1273459506,79724,TATA
18-10-2023,EQ,912.45,915,892.1,907.85,895.25,895.7,899.24,928,686.6,1218914,1096099248,67788,TATA
17-10-2023,EQ,912.05,928,905.15,908.6,907,907.85,919.34,928,686.6,3228492,2968094086,79088,TATA
16-10-2023,EQ,917.8,917.8,906.05,913.35,909,908.6,912.31,918,686.6,1524935,1391209433,59929,TATA
13-10-2023,EQ,890.25,918,888.85,892.35,911.5,913.35,909.59,918,686.6,5120134,4657224577,141364,TATA
12-10-2023,EQ,888.9,894.15,883.2,888.4,892.5,892.35,890.43,909.9,686.6,775364,690410124.1,65756,TATA
11-10-2023,EQ,895,897.2,886.2,888.75,887,888.4,892.67,909.9,686.6,1062565,948517416.5,36559,TATA
10-10-2023,EQ,885,892.4,881.75,880.65,888.1,888.75,888.1,909.9,686.6,870512,773105941.7,42728,TATA
09-10-2023,EQ,868,883.85,866.8,874.75,879.65,880.65,877.7,909.9,686.6,1200788,1053928844,40324,TATA
06-10-2023,EQ,861,877.5,861,860.2,874.45,874.75,872.73,909.9,686.6,960117,837924099.5,42692,TATA
05-10-2023,EQ,866.05,869.25,857.5,864.75,861.7,860.2,861.69,909.9,686.6,749977,646244713,50800,TATA
04-10-2023,EQ,867,869.85,855,871.9,865,864.75,863.56,909.9,686.6,623081,538069519.4,39540,TATA
03-10-2023,EQ,870,879.55,864.1,876.9,873.85,871.9,871.55,909.9,686.6,1183376,1031374311,46356,TATA
29-09-2023,EQ,885.9,885.9,873.7,876.5,877.5,876.9,878.73,909.9,686.6,817204,718097801.2,35059,TATA
28-09-2023,EQ,894.8,896,870.1,888.85,880,876.5,880.81,909.9,686.6,1801983,1587207333,55298,TATA
27-09-2023,EQ,899,904,886.9,895.2,890.95,888.85,891.92,909.9,686.6,1233749,1100401769,37485,TATA
26-09-2023,EQ,907.6,909.9,891.5,900.6,893,895.2,901.55,909.9,686.6,2064298,1861059864,62927,TATA
25-09-2023,EQ,881.95,905.6,870.55,877.75,905.6,900.6,892.27,905.6,686.6,2700627,2409695698,81137,TATA
22-09-2023,EQ,871,889.85,870.05,871,877,877.75,879.44,897.7,686.6,1518828,1335723671,51025,TATA
21-09-2023,EQ,869,874,861.2,869.7,870.1,871,869.5,897.7,686.6,1165593,1013478894,65458,TATA
20-09-2023,EQ,880.8,880.9,865,880.95,868.5,869.7,870.63,897.7,686.6,924868,805221565.1,36785,TATA
18-09-2023,EQ,883,885.95,875.9,875.9,879,880.95,881.52,897.7,686.6,1084407,955931619.4,34214,TATA
15-09-2023,EQ,887.55,889.75,873.5,884.55,876.45,875.9,877.34,897.7,686.6,1104866,969348132,42144,TATA
14-09-2023,EQ,895,897.7,881,889.3,883.1,884.55,886.54,897.7,686.6,2205160,1954956493,73555,TATA
13-09-2023,EQ,862,891.25,860.15,864.75,890,889.3,879.65,891.25,686.6,2812359,2473889866,69388,TATA
12-09-2023,EQ,867,874,856,862.6,863.45,864.75,865.27,883.95,686.6,1795152,1553299627,61982,TATA
11-09-2023,EQ,855.5,864.95,854.75,853.1,863,862.6,860.96,883.95,686.6,1039583,895037072.7,46295,TATA
08-09-2023,EQ,864,864.85,851.75,858.7,853.3,853.1,855.86,883.95,686.6,901217,771314235.2,29341,TATA
07-09-2023,EQ,865.7,866.95,854,878.9,858.95,858.7,858.74,883.95,686.6,3458930,2970327828,76712,TATA
06-09-2023,EQ,845.8,883,845.5,846.3,881.05,878.9,868.21,883.95,686.6,3618782,3141879703,94086,TATA
05-09-2023,EQ,847,852.4,843.05,846.05,847,846.3,847.59,883.95,686.6,745626,631983010.1,29982,TATA
04-09-2023,EQ,844,849,837,844.15,843.3,846.05,843.01,883.95,686.6,705024,594345390.7,29092,TATA
01-09-2023,EQ,833,847.4,833,834.35,843.35,844.15,842.7,883.95,686.6,661741,557649158.9,36286,TATA
31-08-2023,EQ,848.35,851.45,829.05,848.35,837,834.35,836.89,883.95,686.6,2025392,1695038046,49577,TATA
30-08-2023,EQ,841,849.3,838.7,838.25,848,848.35,846.21,883.95,686.6,604884,511856983.3,24450,TATA
29-08-2023,EQ,841,843.95,836,841.8,837.9,838.25,838.92,883.95,686.6,606053,508429388.6,25215,TATA
28-08-2023,EQ,832.5,842.95,828.25,832.55,840,841.8,837.08,883.95,686.6,649996,544099213.5,36459,TATA
25-08-2023,EQ,840,846.15,830.15,844.2,831,832.55,836.2,883.95,686.6,1149261,961008108,29831,TATA
24-08-2023,EQ,845,854.8,842.1,844.55,845,844.2,847.26,883.95,686.6,1482572,1256126302,33702,TATA
23-08-2023,EQ,848,848,840.35,848.8,844,844.55,843.94,883.95,686.6,516482,435880973.9,24957,TATA
22-08-2023,EQ,847,851.55,844,848.5,846.5,848.8,849.15,883.95,686.6,782931,664822092.4,34701,TATA
21-08-2023,EQ,846,849.4,840.8,842.55,847.05,848.5,846.19,883.95,686.6,680778,576070617.1,25781,TATA
18-08-2023,EQ,845,848.95,835.5,844.25,843.4,842.55,843.26,883.95,686.6,1145798,966201450.8,38556,TATA
17-08-2023,EQ,835,845.95,835,840.7,844.9,844.25,841.71,883.95,686.6,1105325,930364637.4,51743,TATA
16-08-2023,EQ,840.9,843.45,836.8,844.7,838,840.7,840.15,883.95,686.6,360863,303178743.3,14680,TATA
14-08-2023,EQ,838.85,845.9,829.65,836.9,845,844.7,840.85,883.95,686.6,754694,634580827.5,32827,TATA
11-08-2023,EQ,849.7,853.85,835,850.55,835.8,836.9,840.05,883.95,686.6,909080,763674939.8,31864,TATA
10-08-2023,EQ,861.15,863.2,848,860.2,850.7,850.55,852.62,883.95,686.6,941390,802647774.2,34575,TATA
09-08-2023,EQ,851,862.45,847.65,847.45,860.85,860.2,854.13,883.95,686.6,1704615,1455968179,38792,TATA
08-08-2023,EQ,839,853.1,833.75,837.8,846,847.45,842.8,883.95,686.6,1252297,1055437231,40626,TATA
07-08-2023,EQ,836.95,840.65,829.5,834.8,835.3,837.8,835.85,883.95,686.6,1106208,924627826.9,39736,TATA
04-08-2023,EQ,837.05,841.6,832.3,835.4,834,834.8,835.09,883.95,686.6,887582,741208315.2,30907,TATA
03-08-2023,EQ,840,841.65,832.55,843.05,834.9,835.4,837.71,883.95,686.6,1375222,1152037475,44649,TATA
02-08-2023,EQ,855,855,838.2,856.75,840.8,843.05,842.78,883.95,686.6,1604731,1352439860,48837,TATA
01-08-2023,EQ,861.9,863.3,853.1,859.3,857,856.75,857.53,883.95,686.6,987812,847080219.7,44159,TATA
31-07-2023,EQ,859.35,860.85,852.5,859.35,859,859.3,858.27,883.95,686.6,1454789,1248598781,45453,TATA
28-07-2023,EQ,854.25,860.4,842,850.05,859.4,859.35,856.61,883.95,686.6,2365708,2026496235,44613,TATA
27-07-2023,EQ,875.95,880,847.7,873.9,850.2,850.05,856.8,883.95,686.6,3203072,2744395602,80739,TATA
26-07-2023,EQ,873.95,883.95,869.55,868.55,870.1,873.9,876.3,883.95,686.6,1940116,1700119245,78581,TATA
25-07-2023,EQ,863.1,869.5,856,863.1,869,868.55,864.06,877.2,686.6,873678,754905964.4,36427,TATA
24-07-2023,EQ,854,867,848.9,852.35,860.2,863.1,860.58,877.2,686.6,1149904,989584683.5,32777,TATA
21-07-2023,EQ,873.7,876.4,849.6,873.1,852.9,852.35,861.91,877.2,686.6,1230534,1060605008,46009,TATA
20-07-2023,EQ,860,875,854.55,860.45,875,873.1,867.29,877.2,686.6,1381298,1197989324,64984,TATA
19-07-2023,EQ,864.95,864.95,854.4,858.7,859,860.45,859.9,877.2,686.6,952601,819143265,36896,TATA
18-07-2023,EQ,854.2,863,848.45,852.6,859,858.7,855.77,877.2,686.6,1412514,1208781306,41562,TATA
17-07-2023,EQ,855.1,860.7,849.35,851.5,851,852.6,853.68,877.2,686.6,1200820,1025119846,42060,TATA
14-07-2023,EQ,838.95,852.75,833.6,837.35,852,851.5,845.61,877.2,686.6,1705168,1441904555,42160,TATA
13-07-2023,EQ,847,849,835.2,843.25,837,837.35,842.65,877.2,686.6,985928,830796132.1,33034,TATA
11-07-2025,EQ,1512,1515,1490.3,1517.2,1495,1495.2,1496.06,3217.6,1114.85,7234991,10823982872,178490,Reliance
10-07-2025,EQ,1519.7,1524.7,1507.5,1519,1515.2,1517.2,1516.2,3217.6,1114.85,10047129,15233458376,289035,Reliance
09-07-2025,EQ,1536.7,1551,1510.1,1537.6,1520.5,1519,1532.97,3217.6,1114.85,8870660,13598441339,254524,Reliance
08-07-2025,EQ,1536,1544.9,1530.2,1541.5,1538,1537.6,1536.23,3217.6,1114.85,7171261,11016684352,191265,Reliance
07-07-2025,EQ,1526.6,1544.8,1525,1527.3,1540.5,1541.5,1539.06,3217.6,1114.85,7251074,11159858746,205134,Reliance
04-07-2025,EQ,1524,1530,1517.2,1517.8,1528.1,1527.3,1523.57,3217.6,1114.85,6603501,10060908691,167255,Reliance
03-07-2025,EQ,1520.8,1531.9,1513,1518.8,1515,1517.8,1520.57,3217.6,1114.85,11283291,17156979937,258008,Reliance
02-07-2025,EQ,1528.4,1530,1508.7,1528.4,1517.1,1518.8,1518.29,3217.6,1114.85,6361002,9657844399,183873,Reliance
01-07-2025,EQ,1500.6,1531.4,1500.1,1500.6,1526.8,1528.4,1522.95,3217.6,1114.85,10368523,15790750945,232573,Reliance
30-06-2025,EQ,1513.8,1524.8,1496,1515.4,1499.9,1500.6,1509.28,3217.6,1114.85,8409527,12692329820,242195,Reliance
27-06-2025,EQ,1499.4,1522,1496.9,1495.3,1514,1515.4,1511.99,3217.6,1114.85,11117052,16808908375,269877,Reliance
26-06-2025,EQ,1469.1,1498.8,1465.1,1467.3,1495.3,1495.3,1488.16,3217.6,1114.85,14657893,21813325246,247215,Reliance
25-06-2025,EQ,1464,1472.4,1460.5,1450.8,1467.6,1467.3,1467.46,3217.6,1114.85,7525851,11043861535,197720,Reliance
24-06-2025,EQ,1465,1475,1443.1,1456.8,1456.8,1450.8,1456.68,3217.6,1114.85,16402744,23893522923,284313,Reliance
23-06-2025,EQ,1453,1463.8,1442,1466.2,1456,1456.8,1453.48,3217.6,1114.85,5989078,8705005212,226309,Reliance
20-06-2025,EQ,1431,1471,1428.1,1433.3,1464.1,1466.2,1462.68,3217.6,1114.85,29010635,42433300496,276278,Reliance
19-06-2025,EQ,1430.1,1439.9,1425.7,1430.1,1428,1433.3,1433.8,3217.6,1114.85,10007230,14348370218,179473,Reliance
18-06-2025,EQ,1430,1442.8,1425.7,1431.2,1429.7,1430.1,1431.31,3217.6,1114.85,6681735,9563629434,138211,Reliance
17-06-2025,EQ,1448,1448,1425.8,1437.8,1430,1431.2,1432.15,3217.6,1114.85,10366599,14846517402,191173,Reliance
16-06-2025,EQ,1426.9,1442.4,1424.4,1427.9,1436.9,1437.8,1436.42,3217.6,1114.85,8458093,12149412491,213623,Reliance
13-06-2025,EQ,1424,1435.5,1414.3,1441.6,1427.5,1427.9,1423.95,3217.6,1114.85,9757276,13893905321,202256,Reliance
12-06-2025,EQ,1453.5,1457,1434.4,1448.9,1439.5,1441.6,1444.32,3217.6,1114.85,8828114,12750612321,190194,Reliance
11-06-2025,EQ,1445.8,1468.6,1443.1,1438.5,1448,1448.9,1456.11,3217.6,1114.85,8195700,11933850943,184593,Reliance
10-06-2025,EQ,1450,1453.9,1436,1448.8,1437.3,1438.5,1442.59,3217.6,1114.85,7913181,11415476581,167203,Reliance
09-06-2025,EQ,1457,1457.5,1445.3,1443.5,1447.2,1448.8,1449.95,3217.6,1114.85,7885125,11433033632,159916,Reliance
06-06-2025,EQ,1441,1451.5,1437,1442.4,1443,1443.5,1444.22,3217.6,1114.85,8182161,11816875426,179734,Reliance
05-06-2025,EQ,1428,1454.7,1423.6,1423.5,1442.7,1442.4,1442.72,3217.6,1114.85,13716817,19789468217,304069,Reliance
04-06-2025,EQ,1414.7,1425.7,1406.1,1405.5,1421,1423.5,1415.78,3217.6,1114.85,8126827,11505806731,152064,Reliance
03-06-2025,EQ,1422.3,1426.5,1403.4,1413.7,1405.4,1405.5,1412.34,3217.6,1114.85,11252626,15892572174,230110,Reliance
02-06-2025,EQ,1412.1,1417.5,1395.6,1420.9,1412.6,1413.7,1407.75,3217.6,1114.85,8098668,11400864785,189977,Reliance
30-05-2025,EQ,1418,1430.6,1409.7,1417.8,1417.9,1420.9,1419.89,3217.6,1114.85,13788484,19578154095,155127,Reliance
29-05-2025,EQ,1412.1,1420,1408.6,1412.9,1419.5,1417.8,1414.72,3217.6,1114.85,13771917,19483424682,265116,Reliance
28-05-2025,EQ,1420.1,1422.6,1410.7,1422.1,1412.8,1412.9,1414.99,3217.6,1114.85,5944611,8411575746,169185,Reliance
27-05-2025,EQ,1426.1,1437,1413.9,1434.8,1424.2,1422.1,1421.81,3217.6,1114.85,12640414,17972211282,211047,Reliance
26-05-2025,EQ,1432,1441,1425.1,1426.8,1435.9,1434.8,1437.16,3217.6,1114.85,4842944,6960105851,171837,Reliance
23-05-2025,EQ,1406.6,1433.8,1406.6,1409.4,1426,1426.8,1424.63,3217.6,1114.85,6474883,9224312173,135371,Reliance
22-05-2025,EQ,1421.2,1423.8,1396.9,1429.2,1411.5,1409.4,1406.85,3217.6,1114.85,12134466,17071402012,228031,Reliance
21-05-2025,EQ,1423.9,1436.2,1418.1,1424.6,1428.2,1429.2,1427.75,3217.6,1114.85,6136364,8761209046,232529,Reliance
20-05-2025,EQ,1438.2,1445,1421.8,1440.8,1424.5,1424.6,1429.91,3217.6,1114.85,11270560,16115906328,182531,Reliance
19-05-2025,EQ,1452.1,1454.6,1438.2,1456.4,1442.9,1440.8,1443.67,3217.6,1114.85,6195791,8944705922,144606,Reliance
16-05-2025,EQ,1453.2,1461,1447.3,1454.2,1454.8,1456.4,1455.16,3217.6,1114.85,9036695,13149797875,196322,Reliance
15-05-2025,EQ,1425,1461.4,1412.7,1424.4,1453,1454.2,1441.41,3217.6,1114.85,20177211,29083683835,314261,Reliance
14-05-2025,EQ,1420,1429.9,1415.5,1415.7,1425.2,1424.4,1423.31,3217.6,1114.85,5570160,7928045615,145014,Reliance
13-05-2025,EQ,1433.5,1447.7,1412.4,1436.5,1416.5,1415.7,1423.23,3217.6,1114.85,11407896,16236102679,281992,Reliance
12-05-2025,EQ,1400,1439,1400,1377.2,1436.9,1436.5,1426.35,3217.6,1114.85,10674081,15224970251,310602,Reliance
09-05-2025,EQ,1385.5,1394.8,1374.5,1407,1379.5,1377.2,1382.39,3217.6,1114.85,13668904,18895751340,388013,Reliance
08-05-2025,EQ,1404.1,1420.8,1398,1406,1398,1407,1410.51,3217.6,1114.85,16106175,22717878064,231342,Reliance
07-05-2025,EQ,1420.9,1424.4,1402.7,1420.9,1405.9,1406,1412.79,3217.6,1114.85,13440169,18988126278,222903,Reliance
06-05-2025,EQ,1431,1432,1410.6,1431.3,1418,1420.9,1419.01,3217.6,1114.85,14084117,19985559677,226761,Reliance
05-05-2025,EQ,1431,1439.5,1426.9,1422.4,1430,1431.3,1432,3217.6,1114.85,12685649,18165843553,204503,Reliance
02-05-2025,EQ,1414,1426.7,1409.1,1405,1422.5,1422.4,1419.65,3217.6,1114.85,17535402,24894140200,378385,Reliance
30-04-2025,EQ,1402,1412.4,1369,1399.7,1395,1405,1404.87,3217.6,1114.85,25480745,35797220282,598769,Reliance
29-04-2025,EQ,1371,1410.9,1370,1368.8,1398.9,1399.7,1395.77,3217.6,1114.85,32538970,45417061105,680195,Reliance
28-04-2025,EQ,1340,1374.6,1320.2,1300.4,1366.3,1368.8,1355.02,3217.6,1114.85,31104496,42147123069,893347,Reliance
25-04-2025,EQ,1303.5,1325.2,1288.1,1301.6,1301,1300.4,1303.3,3217.6,1114.85,14431012,18807907515,307093,Reliance
24-04-2025,EQ,1292.4,1304.5,1290.3,1300,1303.5,1301.6,1298.32,3217.6,1114.85,10468940,13592084385,181309,Reliance
23-04-2025,EQ,1297,1306,1285.4,1291.2,1297,1300,1297.08,3217.6,1114.85,10480888,13594597555,232149,Reliance
22-04-2025,EQ,1300,1303.9,1286.3,1295.5,1289,1291.2,1295.99,3217.6,1114.85,13051707,16914900850,229331,Reliance
21-04-2025,EQ,1270,1300.9,1267,1274.5,1295.2,1295.5,1291.47,3217.6,1114.85,10429964,13469949890,257857,Reliance
17-04-2025,EQ,1240.2,1280.2,1227.6,1239.3,1273,1274.5,1260.38,3217.6,1114.85,15398401,19407871411,321235,Reliance
16-04-2025,EQ,1234.1,1240.9,1229,1240.1,1238,1239.3,1235.61,3217.6,1114.85,8248464,10191864642,164065,Reliance
15-04-2025,EQ,1251,1251,1237.1,1218.95,1239.6,1240.1,1242.83,3217.6,1114.85,13378535,16627177949,199888,Reliance
11-04-2025,EQ,1195.15,1222.65,1195.15,1185.35,1220,1218.95,1214.05,3217.6,1114.85,11224242,13626831086,187059,Reliance
09-04-2025,EQ,1169.5,1189.8,1168,1182.2,1187.5,1185.35,1183.08,3217.6,1114.85,10223104,12094749463,193325,Reliance
08-04-2025,EQ,1172,1196.6,1163.3,1165.7,1181.05,1182.2,1179.5,3217.6,1114.85,19555040,23065209423,314171,Reliance
07-04-2025,EQ,1132.2,1171.25,1114.85,1204.7,1171.25,1165.7,1150.54,3217.6,1114.85,22156106,25491501839,677564,Reliance
04-04-2025,EQ,1241.1,1245.45,1193.15,1248.7,1205.9,1204.7,1206.62,3217.6,1156,17908652,21608977995,542347,Reliance
03-04-2025,EQ,1233.05,1251.8,1233.05,1251.15,1248.5,1248.7,1246.31,3217.6,1156,7434366,9265530671,146316,Reliance
02-04-2025,EQ,1247.55,1255.55,1243.9,1252.6,1252,1251.15,1251.04,3217.6,1156,10142590,12688802512,177979,Reliance
01-04-2025,EQ,1264.6,1277.9,1249.3,1275.1,1254,1252.6,1260.72,3217.6,1156,12099648,15254261047,260862,Reliance
28-03-2025,EQ,1280,1295.75,1269,1278.2,1274,1275.1,1278.15,3217.6,1156,18147129,23194774031,265113,Reliance
27-03-2025,EQ,1278.15,1285,1271.3,1273.05,1280,1278.2,1278.9,3217.6,1156,15028056,19219399903,224828,Reliance
26-03-2025,EQ,1291,1293.8,1268.75,1285.45,1270.9,1273.05,1279.04,3217.6,1156,12074747,15444062345,292138,Reliance
25-03-2025,EQ,1307.7,1307.7,1282.6,1302.1,1285.25,1285.45,1290.63,3217.6,1156,13713899,17699568390,271251,Reliance
24-03-2025,EQ,1291,1306,1284.25,1276.35,1302.65,1302.1,1297.38,3217.6,1156,20299319,26335901171,347056,Reliance
