Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Company
21-03-2025,EQ,1275,1281,1270.1,1269.15,1277.5,1276.35,1276.34,3217.6,1156,21780769,27799653516,230001,Reliance
20-03-2025,EQ,1251.85,1273,1250.05,1247.15,1268.2,1269.15,1262.54,3217.6,1156,15971477,20164561988,219527,Reliance
19-03-2025,EQ,1241.05,1253.25,1238.8,1238.8,1248,1247.15,1247.22,3217.6,1156,16162399,20158006341,217782,Reliance
18-03-2025,EQ,1244.7,1248.35,1235,1238.85,1239.95,1238.8,1238.98,3217.6,1156,15745877,19508893455,312315,Reliance
17-03-2025,EQ,1242.15,1257.4,1233.1,1247.9,1241.55,1238.85,1239.76,3217.6,1156,16640952,20630843725,269824,Reliance
13-03-2025,EQ,1260.05,1264.15,1243.85,1257.05,1246.65,1247.9,1254.23,3217.6,1156,9505270,11921766654,194588,Reliance
12-03-2025,EQ,1258,1263,1244,1247.3,1255.95,1257.05,1252.97,3217.6,1156,11977555,15007514669,161536,Reliance
11-03-2025,EQ,1240,1249.5,1229.75,1238.4,1247.25,1247.3,1241.71,3217.6,1156,10089838,12528623904,155065,Reliance
10-03-2025,EQ,1245,1258,1235.4,1249.8,1237.7,1238.4,1245.85,3217.6,1156,11931051,14864340066,288299,Reliance
07-03-2025,EQ,1216,1254.8,1212,1209.6,1246.4,1249.8,1243.95,3217.6,1156,16474965,20494065097,424924,Reliance
06-03-2025,EQ,1197,1213.95,1185.15,1175.6,1211.5,1209.6,1199.05,3217.6,1156,14468014,17347917723,250467,Reliance
05-03-2025,EQ,1161,1183,1157,1161.9,1177.15,1175.6,1173.4,3217.6,1156,8664095,10166451493,196774,Reliance
04-03-2025,EQ,1162.2,1174,1159.55,1171.25,1160.45,1161.9,1164.92,3217.6,1156,11377373,13253711939,275459,Reliance
03-03-2025,EQ,1204,1206.45,1156,1200.1,1174,1171.25,1168.57,3217.6,1156,17944938,20969945819,682013,Reliance
28-02-2025,EQ,1202,1217.35,1193.3,1207.1,1198,1200.1,1205.62,3217.6,1193.3,23007298,27738125738,355378,Reliance
27-02-2025,EQ,1212.8,1215,1200.65,1204,1208,1207.1,1206.31,3217.6,1193.35,11509215,13883637029,236188,Reliance
25-02-2025,EQ,1211,1221,1201.5,1214.55,1202,1204,1209.6,3217.6,1193.35,11552182,13973492940,213192,Reliance
24-02-2025,EQ,1216.55,1223.25,1210.5,1228.15,1215,1214.55,1215.9,3217.6,1193.35,7172498,8721021715,200264,Reliance
21-02-2025,EQ,1228.7,1240,1222.15,1233,1226.9,1228.15,1231.37,3217.6,1193.35,6904025,8501382498,213824,Reliance
20-02-2025,EQ,1223.95,1239.35,1222,1227.45,1232,1233,1233.94,3217.6,1193.35,7795582,9619277167,162561,Reliance
19-02-2025,EQ,1219.5,1232.75,1217.55,1225.4,1226.3,1227.45,1226.67,3217.6,1193.35,6217338,7626601753,178165,Reliance
18-02-2025,EQ,1224.85,1229.9,1216.1,1224.9,1223.95,1225.4,1223.94,3217.6,1193.35,6673250,8167661854,181273,Reliance
17-02-2025,EQ,1211.1,1227.5,1204.5,1217.25,1225.45,1224.9,1219.62,3217.6,1193.35,8166683,9960241447,220670,Reliance
14-02-2025,EQ,1219,1224,1205.45,1216.1,1214.75,1217.25,1215.1,3217.6,1193.35,10298145,12513277267,202314,Reliance
13-02-2025,EQ,1217.05,1228,1212,1216.55,1216.2,1216.1,1219.6,3217.6,1193.35,8511216,10380276762,266249,Reliance
12-02-2025,EQ,1219.45,1226.9,1193.35,1234.85,1217.05,1216.55,1211.39,3217.6,1193.35,21131654,25598619531,404276,Reliance
11-02-2025,EQ,1264.55,1264.55,1230.1,1253.65,1237.55,1234.85,1244.26,3217.6,1201.5,8859714,11023757523,240683,Reliance
10-02-2025,EQ,1264.5,1266.5,1245.55,1266.7,1254.65,1253.65,1251.52,3217.6,1201.5,6970972,8724286361,173316,Reliance
07-02-2025,EQ,1276.15,1283.7,1262,1281.55,1266.5,1266.7,1270.98,3217.6,1201.5,8764283,11139240963,174531,Reliance
06-02-2025,EQ,1273.7,1288,1270.35,1278.2,1283,1281.55,1279.27,3217.6,1201.5,9956001,12736385821,217888,Reliance
05-02-2025,EQ,1282.65,1290.5,1276.7,1285.2,1278.5,1278.2,1281.97,3217.6,1201.5,10112028,12963336513,219550,Reliance
04-02-2025,EQ,1248.05,1288.8,1246.6,1245.9,1282.9,1285.2,1273.65,3217.6,1201.5,16691069,21258496965,323415,Reliance
03-02-2025,EQ,1251,1256,1237.55,1264.6,1247,1245.9,1247.14,3217.6,1201.5,9252345,11538963041,268425,Reliance
01-02-2025,EQ,1265.1,1270.55,1241,1265.1,1264,1264.6,1260.42,3217.6,1201.5,7118453,8972248877,143258,Reliance
31-01-2025,EQ,1255.85,1267,1249,1253.05,1266,1265.1,1261.32,3217.6,1201.5,6584612,8305291978,169481,Reliance
30-01-2025,EQ,1235.55,1257,1232.4,1235.5,1253.15,1253.05,1249.15,3217.6,1201.5,9269259,11578693153,227871,Reliance
29-01-2025,EQ,1236,1242.75,1228.05,1234.4,1237.25,1235.5,1236.66,3217.6,1201.5,5928156,7331119896,167073,Reliance
28-01-2025,EQ,1238,1244.75,1218.5,1229.35,1235,1234.4,1232.65,3217.6,1201.5,10568025,13026673067,286863,Reliance
27-01-2025,EQ,1239.1,1240.45,1220,1246.3,1229,1229.35,1229.35,3217.6,1201.5,9536019,11723127884,368025,Reliance
24-01-2025,EQ,1266,1273,1243.5,1263.65,1244.45,1246.3,1252.27,3217.6,1201.5,14235970,17827272395,263461,Reliance
23-01-2025,EQ,1270,1277.35,1261.6,1277.1,1264.9,1263.65,1267.52,3217.6,1201.5,8720682,11053624693,188421,Reliance
22-01-2025,EQ,1278.3,1282.9,1268.7,1273.7,1278,1277.1,1276.09,3217.6,1201.5,10273590,13110004095,239816,Reliance
21-01-2025,EQ,1310.5,1313,1270.2,1305.45,1277.6,1273.7,1284.79,3217.6,1201.5,14562976,18710366859,325783,Reliance
20-01-2025,EQ,1316,1316,1300.25,1302.35,1304,1305.45,1307.82,3217.6,1201.5,14040244,18362047247,280553,Reliance
17-01-2025,EQ,1322.25,1326,1285,1266.45,1300,1302.35,1300.8,3217.6,1201.5,29366277,38199728794,594018,Reliance
16-01-2025,EQ,1258.9,1275,1251.3,1252.2,1275,1266.45,1262.86,3217.6,1201.5,14117603,17828486686,207451,Reliance
15-01-2025,EQ,1244.95,1257,1241.85,1238.75,1252,1252.2,1250.11,3217.6,1201.5,9578856,11974600753,220174,Reliance
14-01-2025,EQ,1244.1,1253.35,1227.25,1239.85,1239,1238.75,1236.46,3217.6,1201.5,13095266,16191765836,278977,Reliance
13-01-2025,EQ,1230,1245.25,1226.4,1241.9,1240.75,1239.85,1238.1,3217.6,1201.5,13764861,17042274860,398257,Reliance
10-01-2025,EQ,1253.85,1256.75,1236,1254.75,1245.55,1241.9,1245.97,3217.6,1201.5,8120332,10117685548,340024,Reliance
09-01-2025,EQ,1267,1269.75,1248.05,1265.5,1256.8,1254.75,1257.46,3217.6,1201.5,12794704,16088882554,390501,Reliance
08-01-2025,EQ,1249,1271.05,1245.35,1240.85,1261.35,1265.5,1263.24,3217.6,1201.5,19346579,24439345121,531488,Reliance
07-01-2025,EQ,1222,1244.5,1221.25,1218,1239.95,1240.85,1237.63,3217.6,1201.5,10070505,12463597633,216620,Reliance
06-01-2025,EQ,1253.95,1262,1215,1251.15,1216.25,1218,1235.67,3217.6,1201.5,14816766,18308652264,317843,Reliance
03-01-2025,EQ,1243.9,1262.05,1235.5,1241.8,1249.85,1251.15,1250.34,3217.6,1201.5,15521102,19406715599,277290,Reliance
02-01-2025,EQ,1221.25,1244.45,1220,1221.25,1240.55,1241.8,1234.32,3217.6,1201.5,15486276,19115027208,271108,Reliance
01-01-2025,EQ,1214.85,1226.3,1211.6,1215.45,1222.75,1221.25,1221.01,3217.6,1201.5,5892590,7194899836,138528,Reliance
31-12-2024,EQ,1208,1219.1,1206.15,1210.7,1216.4,1215.45,1213.08,3217.6,1201.5,6405475,7770338354,180916,Reliance
30-12-2024,EQ,1216.4,1223.2,1208.1,1221.05,1211.5,1210.7,1214.71,3217.6,1201.5,8818766,10712229378,308317,Reliance
27-12-2024,EQ,1218.3,1227.9,1217,1216.55,1221.5,1221.05,1223.2,3217.6,1201.5,7000397,8562895530,174882,Reliance
26-12-2024,EQ,1224.25,1227.7,1214.25,1222.75,1217,1216.55,1219.74,3217.6,1201.5,10016178,12217176987,256436,Reliance
24-12-2024,EQ,1222.3,1233.55,1221,1222.3,1224.2,1222.75,1227.14,3217.6,1201.5,6734917,8264675853,207746,Reliance
23-12-2024,EQ,1215,1227.2,1213.2,1205.3,1223.85,1222.3,1219.77,3217.6,1201.5,10052824,12262091651,258756,Reliance
20-12-2024,EQ,1224,1239.5,1201.5,1230.45,1206,1205.3,1215.95,3217.6,1201.5,20312896,24699497248,499900,Reliance
19-12-2024,EQ,1239,1244.9,1229,1253.25,1230.5,1230.45,1235.73,3217.6,1217.25,14244653,17602540036,503893,Reliance
18-12-2024,EQ,1240.65,1259.95,1240.65,1245.3,1254.35,1253.25,1252.58,3217.6,1217.25,12670179,15870398087,266155,Reliance
17-12-2024,EQ,1261.05,1263.9,1242.8,1268.3,1244.7,1245.3,1249.22,3217.6,1217.25,17462791,21814794517,481698,Reliance
16-12-2024,EQ,1275,1281,1266.55,1272.85,1268.4,1268.3,1271.94,3217.6,1217.25,9486781,12066629924,224571,Reliance
13-12-2024,EQ,1260,1275.2,1239.6,1262.9,1274.45,1272.85,1257.5,3217.6,1217.25,28630222,36002621429,482467,Reliance
12-12-2024,EQ,1270,1278.2,1260.6,1278.2,1261.3,1262.9,1265.58,3217.6,1217.25,20906813,26459166489,363205,Reliance
11-12-2024,EQ,1285,1290,1276.05,1284.85,1279,1278.2,1282.33,3217.6,1217.25,11724373,15034457833,272365,Reliance
10-12-2024,EQ,1289.25,1294.9,1280.2,1295.15,1285.95,1284.85,1286.46,3217.6,1217.25,16043729,20639594557,456341,Reliance
09-12-2024,EQ,1303,1315,1293.1,1311.55,1296.4,1295.15,1304.1,3217.6,1217.25,14650002,19105110925,202850,Reliance
06-12-2024,EQ,1323.9,1323.9,1310,1322.05,1311.6,1311.55,1314.49,3217.6,1217.25,9037514,11879701934,193736,Reliance
05-12-2024,EQ,1314.35,1329.95,1306.15,1308.95,1320.9,1322.05,1319.78,3217.6,1217.25,16858723,22249886630,309667,Reliance
04-12-2024,EQ,1326,1328.4,1304.05,1323.3,1309.5,1308.95,1310.74,3217.6,1217.25,19608540,25701743569,250873,Reliance
03-12-2024,EQ,1317,1326.8,1307,1309.15,1325.05,1323.3,1320.68,3217.6,1217.25,16869482,22279247258,349204,Reliance
02-12-2024,EQ,1288,1311.35,1277.05,1292.2,1310.6,1309.15,1298.6,3217.6,1217.25,11024152,14315972963,272825,Reliance
29-11-2024,EQ,1280,1299.5,1275.25,1270.8,1291.5,1292.2,1290.83,3217.6,1217.25,13202307,17041975592,280529,Reliance
28-11-2024,EQ,1289.95,1296.6,1269.05,1293.2,1272.75,1270.8,1280.74,3217.6,1217.25,15027412,19246153609,311959,Reliance
27-11-2024,EQ,1293.5,1303.85,1286,1295.7,1293.4,1293.2,1293.84,3217.6,1217.25,9572746,12385614506,196614,Reliance
26-11-2024,EQ,1294.95,1297.85,1284.2,1287,1295.6,1295.7,1292.03,3217.6,1217.25,9247557,11948133608,218738,Reliance
25-11-2024,EQ,1290,1304.45,1282.45,1265.4,1290.95,1287,1291.52,3217.6,1217.25,28923341,37355089803,390544,Reliance
22-11-2024,EQ,1229.4,1268.85,1222.45,1223,1264,1265.4,1247.09,3217.6,1217.25,20471957,25530460769,323219,Reliance
21-11-2024,EQ,1241.65,1243.95,1217.25,1241.65,1220.45,1223,1224.92,3217.6,1217.25,19433843,23804902095,553410,Reliance
19-11-2024,EQ,1260.75,1281.5,1235.15,1260.75,1237.4,1241.65,1265.5,3217.6,1235.15,14183746,17949463404,355649,Reliance
18-11-2024,EQ,1267.6,1272.9,1243.9,1267.6,1259.15,1260.75,1258.64,3217.6,1243.9,13620611,17143501436,301906,Reliance
14-11-2024,EQ,1253.6,1272.6,1251.1,1252.05,1266.9,1267.6,1263.73,3217.6,1249.5,12612633,15938929093,301253,Reliance
13-11-2024,EQ,1270.25,1275.45,1249.5,1274.25,1252.7,1252.05,1258.62,3217.6,1249.5,14633633,18418208536,469215,Reliance
12-11-2024,EQ,1275.55,1289.3,1267.5,1272.7,1269.5,1274.25,1277.82,3217.6,1267,10671091,13635694812,299780,Reliance
11-11-2024,EQ,1278.95,1286,1267,1283.75,1273.4,1272.7,1275.44,3217.6,1267,9056552,11551068873,286019,Reliance
08-11-2024,EQ,1297.65,1301.65,1275,1305.65,1280.2,1283.75,1284.01,3217.6,1275,19814406,25441900936,477001,Reliance
07-11-2024,EQ,1324,1324,1302.6,1325.35,1305,1305.65,1308.97,3217.6,1285.1,9611974,12581800339,261277,Reliance
06-11-2024,EQ,1310,1328.3,1300.2,1305.3,1326,1325.35,1315.57,3217.6,1285.1,21625209,28449504045,349627,Reliance
05-11-2024,EQ,1293,1309.55,1286.15,1302.15,1307.5,1305.3,1297.87,3217.6,1285.1,16267479,21113119456,371758,Reliance
04-11-2024,EQ,1337.85,1340,1285.1,1338.65,1298.5,1302.15,1301.44,3217.6,1285.1,19796890,25764450097,554958,Reliance
01-11-2024,EQ,1333.05,1341.95,1333,1332.05,1338.4,1338.65,1338.89,3217.6,1320.3,2127335,2848264120,127374,Reliance
31-10-2024,EQ,1340,1343,1326.15,1343.9,1332,1332.05,1334.14,3217.6,1320.3,9331650,12449744607,414741,Reliance
30-10-2024,EQ,1335,1350,1325.35,1340,1344.85,1343.9,1341.16,3217.6,1320.3,11984423,16073073274,295954,Reliance
29-10-2024,EQ,1328.1,1343.2,1320.3,1334.35,1340,1340,1331.46,3217.6,1320.3,12008361,15988683034,436915,Reliance
28-10-2024,EQ,1337,1353,1322.1,2655.7,1335,1334.35,1337.7,3217.6,1322.1,10824350,14479733719,368817,Reliance
25-10-2024,EQ,2687,2688.7,2644,2679.6,2656.3,2655.7,2659.8,3217.6,2220.3,9298748,24732826126,388238,Reliance
24-10-2024,EQ,2670.55,2687.4,2646.25,2677.05,2678.9,2679.6,2668.53,3217.6,2220.3,11077967,29561935443,345601,Reliance
23-10-2024,EQ,2675,2714.95,2670,2686.7,2682.35,2677.05,2688.32,3217.6,2220.3,8607371,23139346660,337356,Reliance
22-10-2024,EQ,2738.4,2752,2680.45,2738.4,2684.15,2686.7,2707.8,3217.6,2220.3,7915980,21434871570,363161,Reliance
21-10-2024,EQ,2734.25,2748,2715.45,2718.6,2736,2738.4,2734.41,3217.6,2220.3,7033704,19233063988,228845,Reliance
18-10-2024,EQ,2704.35,2736.85,2682.65,2712.85,2717,2718.6,2713.87,3217.6,2220.3,6041226,16395116699,295032,Reliance
17-10-2024,EQ,2731.4,2736.9,2704.1,2708.15,2713.3,2712.85,2718.84,3217.6,2220.3,7771830,21130392927,383984,Reliance
16-10-2024,EQ,2680,2728,2675.25,2688.05,2709.4,2708.15,2696.84,3217.6,2220.3,10017219,27014852678,356705,Reliance
15-10-2024,EQ,2717.05,2743.4,2681.4,2745.05,2688.6,2688.05,2708.71,3217.6,2220.3,16881397,45726823453,602869,Reliance
14-10-2024,EQ,2758.9,2760.15,2736.5,2744.2,2745.5,2745.05,2746.12,3217.6,2220.3,6110716,16780732590,233903,Reliance
11-10-2024,EQ,2740,2766.55,2737.65,2742.1,2749,2744.2,2751.19,3217.6,2220.3,3990061,10977431924,197702,Reliance
10-10-2024,EQ,2760.05,2772,2738.85,2749.2,2742.5,2742.1,2749.69,3217.6,2220.3,11179323,30739675825,364305,Reliance
09-10-2024,EQ,2795.05,2801.95,2745,2794.7,2748,2749.2,2773.49,3217.6,2220.3,7155305,19845168138,358324,Reliance
08-10-2024,EQ,2745.95,2802,2730.2,2741.45,2798.95,2794.7,2768.6,3217.6,2220.3,8510404,23561905588,358981,Reliance
07-10-2024,EQ,2787,2793,2722.75,2773.05,2740.7,2741.45,2750.92,3217.6,2220.3,11090670,30509518408,423167,Reliance
04-10-2024,EQ,2807.85,2834.7,2763.55,2813.95,2771.5,2773.05,2796.15,3217.6,2220.3,18536438,51830708671,534690,Reliance
03-10-2024,EQ,2873.15,2898.8,2804.15,2929.65,2813.95,2813.95,2846.93,3217.6,2220.3,18878647,53746234226,689559,Reliance
01-10-2024,EQ,2961.3,2975.9,2925.65,2953.15,2927,2929.65,2938.6,3217.6,2220.3,8215821,24142992537,330546,Reliance
30-09-2024,EQ,3038.8,3049.95,2948.8,3052.35,2958,2953.15,2977.44,3217.6,2220.3,13504407,40208625079,431656,Reliance
27-09-2024,EQ,2998,3066.95,2984,2995.9,3047.05,3052.35,3024.87,3217.6,2220.3,10298739,31152328126,328612,Reliance
26-09-2024,EQ,2981.3,3008,2976.1,2987.9,3008,2995.9,2994.82,3217.6,2220.3,9409499,28179760605,259792,Reliance
25-09-2024,EQ,2967.8,2993,2960.4,2978.75,2988.05,2987.9,2976.46,3217.6,2220.3,3534501,10520289097,154120,Reliance
24-09-2024,EQ,2977,3001,2975.75,2986.75,2980.5,2978.75,2986.14,3217.6,2220.3,8568722,25587444695,201586,Reliance
23-09-2024,EQ,2982,3003,2977.9,2971.85,2985,2986.75,2990.93,3217.6,2220.3,4416157,13208420985,146805,Reliance
20-09-2024,EQ,2948,2990,2942.75,2939.35,2972.1,2971.85,2970.54,3217.6,2220.3,15448660,45890894256,379677,Reliance
19-09-2024,EQ,2932.5,2953,2911.1,2926.9,2940,2939.35,2934.14,3217.6,2220.3,8477951,24875502062,259931,Reliance
18-09-2024,EQ,2940,2964,2921.1,2944.6,2923,2926.9,2939.96,3217.6,2220.3,4287357,12604650689,179852,Reliance
17-09-2024,EQ,2948,2954.95,2933.25,2942.7,2945,2944.6,2943.09,3217.6,2220.3,2967664,8734102750,148458,Reliance
16-09-2024,EQ,2955.1,2961.8,2929.5,2945.25,2944.35,2942.7,2944.45,3217.6,2220.3,2740887,8070408900,127429,Reliance
13-09-2024,EQ,2952.8,2966.3,2939,2959.6,2946.5,2945.25,2951.65,3217.6,2220.3,4355664,12856398758,133244,Reliance
12-09-2024,EQ,2914,2972,2891.75,2903,2953,2959.6,2930.24,3217.6,2220.3,11174688,32744474467,365694,Reliance
11-09-2024,EQ,2926.1,2937.5,2895.1,2923.05,2904.45,2903,2917.1,3217.6,2220.3,4880101,14235732813,254431,Reliance
10-09-2024,EQ,2921,2944.1,2915.15,2924.9,2924,2923.05,2928.75,3217.6,2220.3,5384130,15768777163,186858,Reliance
09-09-2024,EQ,2933,2939.85,2911.2,2929.65,2927,2924.9,2923.84,3217.6,2220.3,4505149,13172342173,179506,Reliance
06-09-2024,EQ,2985,2994,2923.25,2985.95,2930.95,2929.65,2938.97,3217.6,2220.3,9697114,28499495837,447718,Reliance
05-09-2024,EQ,3038.1,3051.55,2974.1,3029.1,2991,2985.95,3007.1,3217.6,2220.3,8132084,24453950050,343225,Reliance
04-09-2024,EQ,3001.4,3035,2999,3018.25,3031.95,3029.1,3023.3,3217.6,2220.3,5991652,18114582556,252191,Reliance
03-09-2024,EQ,3042.5,3046,3015,3032.5,3018.9,3018.25,3026.09,3217.6,2220.3,5461900,16528193207,226578,Reliance
02-09-2024,EQ,3021.75,3053.6,3013.25,3019.25,3034.4,3032.5,3034.1,3217.6,2220.3,5620426,17052933371,280541,Reliance
30-08-2024,EQ,3068,3079.45,3006.65,3041.85,3024.95,3019.25,3026.71,3217.6,2220.3,20810365,62987009676,599570,Reliance
29-08-2024,EQ,3006.2,3074,2988,2996.6,3042.9,3041.85,3038.57,3217.6,2220.3,19167679,58242337591,570843,Reliance
28-08-2024,EQ,3010,3014.95,2986,3000.9,2999,2996.6,2999.57,3217.6,2220.3,4805143,14413356126,200883,Reliance
27-08-2024,EQ,3021,3026.95,2998.9,3025.2,3001,3000.9,3008.12,3217.6,2220.3,3125578,9402108149,101024,Reliance
26-08-2024,EQ,3013.95,3046,3006,2999.95,3021.2,3025.2,3028.8,3217.6,2220.3,4408057,13351114538,237540,Reliance
23-08-2024,EQ,3007.5,3022.65,2996.85,2996.25,2996.85,2999.95,3007.21,3217.6,2220.3,4624827,13907842193,168002,Reliance
22-08-2024,EQ,3006,3013,2981.3,2997.35,2996.5,2996.25,2994.88,3217.6,2220.3,5222891,15641935953,233216,Reliance
21-08-2024,EQ,2986.5,3015.75,2980,2991.9,2999,2997.35,3001.42,3217.6,2220.3,3884998,11660526039,141353,Reliance
20-08-2024,EQ,2994.45,3007.85,2980.05,2976.8,2986.5,2991.9,2996.98,3217.6,2220.3,4205904,12605024714,175516,Reliance
19-08-2024,EQ,2965,2996.6,2961,2956.4,2979,2976.8,2980.25,3217.6,2220.3,6898871,20560327725,200328,Reliance
16-08-2024,EQ,2937.3,2960.8,2916.1,2923.7,2957.75,2956.4,2944.77,3217.6,2220.3,4708451,13865325210,187365,Reliance
14-08-2024,EQ,2927.1,2944,2907.4,2927.25,2920.1,2923.7,2925.78,3217.6,2220.3,3133733,9168616381,185733,Reliance
13-08-2024,EQ,2921.5,2940.15,2916,2921.25,2925,2927.25,2928.29,3217.6,2220.3,3132532,9172971803,134517,Reliance
12-08-2024,EQ,2940,2946,2915.5,2948.6,2923,2921.25,2929.82,3217.6,2220.3,4092292,11989680026,188301,Reliance
09-08-2024,EQ,2920,2953,2912,2898.25,2946.1,2948.6,2939.2,3217.6,2220.3,3124888,9184680574,150169,Reliance
08-08-2024,EQ,2915.05,2930,2891.85,2929.65,2896.45,2898.25,2905.69,3217.6,2220.3,6193596,17996662106,255138,Reliance
07-08-2024,EQ,2938,2945,2923,2912.1,2930,2929.65,2930.89,3217.6,2220.3,4087284,11979363871,276362,Reliance
06-08-2024,EQ,2910.3,2955,2902.65,2894.65,2915.55,2912.1,2929.53,3217.6,2220.3,5118093,14993589440,197549,Reliance
05-08-2024,EQ,2960,2967.8,2866.5,2998.65,2896,2894.65,2901.81,3217.6,2220.3,8523352,24733128212,448630,Reliance
02-08-2024,EQ,3010,3018.65,2986.55,3030.6,2992,2998.65,3001.82,3217.6,2220.3,5134124,15411692078,176635,Reliance
01-08-2024,EQ,3024,3036,3008.6,3010.85,3035.9,3030.6,3025.5,3217.6,2220.3,5382111,16283566572,219081,Reliance
31-07-2024,EQ,3008,3020.9,3002.3,3026.3,3009,3010.85,3010.83,3217.6,2220.3,5028673,15140471170,201961,Reliance
30-07-2024,EQ,3034.05,3050,3020,3040.2,3023,3026.3,3033.38,3217.6,2220.3,4114104,12479637390,184296,Reliance
29-07-2024,EQ,3023.9,3055,3023.55,3018.05,3038.25,3040.2,3038.43,3217.6,2220.3,3769275,11452661155,170155,Reliance
26-07-2024,EQ,2984.8,3024.85,2980.7,2984.8,3018.6,3018.05,3012.08,3217.6,2220.3,4929970,14849480971,180757,Reliance
25-07-2024,EQ,2962,3000.95,2954.15,2991.4,2988.35,2984.8,2980.72,3217.6,2220.3,6259938,18659122151,221753,Reliance
24-07-2024,EQ,2970,3019,2952.8,2975.8,2988,2991.4,2987.68,3217.6,2220.3,5956681,17796651408,232120,Reliance
23-07-2024,EQ,3002,3011.5,2926,3001.35,2970.05,2975.8,2969.6,3217.6,2220.3,9026022,26803649946,384359,Reliance
22-07-2024,EQ,3074.5,3075,2998.55,3110.3,3004,3001.35,3016.24,3217.6,2220.3,9837188,29671339998,465224,Reliance
19-07-2024,EQ,3172,3179.95,3105.6,3173.35,3116.95,3110.3,3128.4,3217.6,2220.3,6570195,20554178349,213186,Reliance
18-07-2024,EQ,3152,3187.8,3115.65,3152.5,3170.6,3173.35,3155.52,3217.6,2220.3,6149187,19403909511,212178,Reliance
16-07-2024,EQ,3187,3200,3138.25,3194.45,3148.3,3152.5,3166.04,3217.6,2220.3,4693419,14859548266,230262,Reliance
15-07-2024,EQ,3208.9,3211.7,3171,3193.45,3193.6,3194.45,3191.4,3217.6,2220.3,2664844,8504591755,187867,Reliance
14-07-2024,EQ,2332,2341,2321.75,2323.8,2333.75,2335.9,2335.8,2630.95,2220.3,3942247,9208287625,150160,Reliance
13-07-2024,EQ,2334.05,2339.1,2319.55,2339,2323.1,2323.8,2328.29,2630.95,2220.3,3480102,8102678736,164587,Reliance
12-07-2024,EQ,3169,3210.3,3149,3161.3,3195,3193.45,3186.07,3217.6,2220.3,6462392,20589634191,246838,Reliance
11-07-2024,EQ,3175,3208.5,3141,3168.45,3170,3161.3,3169.61,3217.6,2220.3,5970473,18924071475,246252,Reliance
10-07-2024,EQ,3190,3195,3126.3,3180.55,3164,3168.45,3154.77,3217.6,2220.3,3567289,11253968347,182113,Reliance
09-07-2024,EQ,3195.2,3201,3161,3201.8,3176.3,3180.55,3178.56,3217.6,2220.3,3480001,11061403125,159638,Reliance
08-07-2024,EQ,3178,3217.6,3165.05,3177.25,3201.5,3201.8,3195.83,3217.6,2220.3,4750403,15181479273,240527,Reliance
05-07-2024,EQ,3107.65,3197,3096,3108.05,3189.9,3177.25,3149.82,3197,2220.3,6134855,19323716028,261494,Reliance
04-07-2024,EQ,3114,3135,3101.6,3104.85,3106,3108.05,3116.99,3162,2220.3,3418588,10655715706,173336,Reliance
03-07-2024,EQ,3132.65,3150,3085.55,3130.35,3109,3104.85,3104.97,3162,2220.3,4524810,14049406823,185754,Reliance
02-07-2024,EQ,3139,3147,3114,3120.3,3126.2,3130.35,3129.71,3162,2220.3,3874623,12126429929,179115,Reliance
01-07-2024,EQ,3125.05,3158.8,3111.35,3130.8,3123,3120.3,3126.53,3162,2220.3,3862153,12075137299,186641,Reliance
28-06-2024,EQ,3062.05,3162,3062.05,3061.1,3128.25,3130.8,3120.51,3162,2220.3,14478668,45180850345,484009,Reliance
27-06-2024,EQ,3027.5,3075,3012,3028.05,3057.1,3061.1,3056.99,3075,2220.3,14191515,43383260604,437882,Reliance
26-06-2024,EQ,2892.1,3037.95,2890.25,2908.3,3021.1,3028.05,2984.44,3037.95,2220.3,11007441,32850999299,355204,Reliance
25-06-2024,EQ,2886,2911.85,2882,2882.95,2905.05,2908.3,2897.19,3029,2220.3,3522693,10205907632,143772,Reliance
24-06-2024,EQ,2891.05,2899,2875,2908.4,2885,2882.95,2885.46,3029,2220.3,4439193,12809105424,204050,Reliance
21-06-2024,EQ,2947.25,2949.4,2881.15,2947.4,2912,2908.4,2909.13,3029,2220.3,15585180,45339357875,338377,Reliance
20-06-2024,EQ,2918,2965.7,2900.2,2917.3,2949,2947.4,2945.61,3029,2220.3,8056888,23732484115,219372,Reliance
19-06-2024,EQ,2975,2975,2912,2962.05,2917,2917.3,2935.27,3029,2220.3,4362937,12806397074,181800,Reliance
18-06-2024,EQ,2974.7,2974.8,2942.7,2955.1,2959.9,2962.05,2956.95,3029,2220.3,3598383,10640238520,228749,Reliance
14-06-2024,EQ,2940,2959.35,2914.45,2930.5,2951.45,2955.1,2944.28,3029,2220.3,4078999,12009735004,150934,Reliance
13-06-2024,EQ,2944,2944.5,2920.2,2926.65,2927.6,2930.5,2932.52,3029,2220.3,4590580,13461977300,150823,Reliance
12-06-2024,EQ,2915,2952,2910.35,2913.35,2924.5,2926.65,2933.93,3029,2220.3,5040871,14789562953,194907,Reliance
11-06-2024,EQ,2938,2947.35,2909.35,2942.8,2915.05,2913.35,2927.47,3029,2220.3,5887451,17235309310,210257,Reliance
10-06-2024,EQ,2939.9,2986.7,2936.15,2939.9,2944.05,2942.8,2961.63,3029,2220.3,4625880,13700144471,213285,Reliance
